Id	LinkId	FightingScore	MonsterType	AttributeId
157	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	8024	0	157|157|157|157|157|157|157|157|157|157|1157|1157|1157|1157|1157|1157|1157|1157|1157|1157|2157|2157|2157|2157|2157|2157|2157|2157|2157|2157
158	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	8067	0	158|158|158|158|158|158|158|158|158|158|1158|1158|1158|1158|1158|1158|1158|1158|1158|1158|2158|2158|2158|2158|2158|2158|2158|2158|2158|2158
159	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	8110	0	159|159|159|159|159|159|159|159|159|159|1159|1159|1159|1159|1159|1159|1159|1159|1159|1159|2159|2159|2159|2159|2159|2159|2159|2159|2159|2159
160	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	8153	0	160|160|160|160|160|160|160|160|160|160|1160|1160|1160|1160|1160|1160|1160|1160|1160|1160|2160|2160|2160|2160|2160|2160|2160|2160|2160|2160
161	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	8196	0	161|161|161|161|161|161|161|161|161|161|1161|1161|1161|1161|1161|1161|1161|1161|1161|1161|2161|2161|2161|2161|2161|2161|2161|2161|2161|2161
162	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	8239	0	162|162|162|162|162|162|162|162|162|162|1162|1162|1162|1162|1162|1162|1162|1162|1162|1162|2162|2162|2162|2162|2162|2162|2162|2162|2162|2162
163	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	8282	0	163|163|163|163|163|163|163|163|163|163|1163|1163|1163|1163|1163|1163|1163|1163|1163|1163|2163|2163|2163|2163|2163|2163|2163|2163|2163|2163
164	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	8325	0	164|164|164|164|164|164|164|164|164|164|1164|1164|1164|1164|1164|1164|1164|1164|1164|1164|2164|2164|2164|2164|2164|2164|2164|2164|2164|2164
165	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	8368	0	165|165|165|165|165|165|165|165|165|165|1165|1165|1165|1165|1165|1165|1165|1165|1165|1165|2165|2165|2165|2165|2165|2165|2165|2165|2165|2165
166	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	8411	0	166|166|166|166|166|166|166|166|166|166|1166|1166|1166|1166|1166|1166|1166|1166|1166|1166|2166|2166|2166|2166|2166|2166|2166|2166|2166|2166
167	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	8454	0	167|167|167|167|167|167|167|167|167|167|1167|1167|1167|1167|1167|1167|1167|1167|1167|1167|2167|2167|2167|2167|2167|2167|2167|2167|2167|2167
168	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	8497	0	168|168|168|168|168|168|168|168|168|168|1168|1168|1168|1168|1168|1168|1168|1168|1168|1168|2168|2168|2168|2168|2168|2168|2168|2168|2168|2168
169	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	8540	0	169|169|169|169|169|169|169|169|169|169|1169|1169|1169|1169|1169|1169|1169|1169|1169|1169|2169|2169|2169|2169|2169|2169|2169|2169|2169|2169
170	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	8583	0	170|170|170|170|170|170|170|170|170|170|1170|1170|1170|1170|1170|1170|1170|1170|1170|1170|2170|2170|2170|2170|2170|2170|2170|2170|2170|2170
171	83001|83002|83003|83004	309	1	3001|3001|3001|3001
172	83001|83002|83003|83004	344	1	3002|3002|3002|3002
173	83001|83002|83003|83004	380	1	3003|3003|3003|3003
174	83001|83002|83003|83004	415	1	3004|3004|3004|3004
175	83001|83002|83003|83004	450	1	3005|3005|3005|3005
176	83001|83002|83003|83004	486	1	3006|3006|3006|3006
177	83001|83002|83003|83004	521	1	3007|3007|3007|3007
178	83001|83002|83003|83004	556	1	3008|3008|3008|3008
179	83001|83002|83003|83004	592	1	3009|3009|3009|3009
180	83001|83002|83003|83004	627	1	3010|3010|3010|3010
181	83001|83002|83003|83004	662	1	3011|3011|3011|3011
182	83001|83002|83003|83004	698	1	3012|3012|3012|3012
183	83001|83002|83003|83004	733	1	3013|3013|3013|3013
184	83001|83002|83003|83004	768	1	3014|3014|3014|3014
185	83001|83002|83003|83004	803	1	3015|3015|3015|3015
186	83001|83002|83003|83004	839	1	3016|3016|3016|3016
187	83001|83002|83003|83004	874	1	3017|3017|3017|3017
188	83001|83002|83003|83004	909	1	3018|3018|3018|3018
189	83001|83002|83003|83004	945	1	3019|3019|3019|3019
190	83001|83002|83003|83004	988	1	3020|3020|3020|3020
191	83001|83002|83003|83004	1026	1	3021|3021|3021|3021
192	83001|83002|83003|83004	1065	1	3022|3022|3022|3022
193	83001|83002|83003|83004	1103	1	3023|3023|3023|3023
194	83001|83002|83003|83004	1134	1	3024|3024|3024|3024
195	83001|83002|83003|83004	1177	1	3025|3025|3025|3025
196	83001|83002|83003|83004	1204	1	3026|3026|3026|3026
197	83001|83002|83003|83004	1240	1	3027|3027|3027|3027
198	83001|83002|83003|83004	1283	1	3028|3028|3028|3028
199	83001|83002|83003|83004	1326	1	3029|3029|3029|3029
200	83001|83002|83003|83004	1369	1	3030|3030|3030|3030
201	83001|83002|83003|83004	1412	1	3031|3031|3031|3031
202	83001|83002|83003|83004	1455	1	3032|3032|3032|3032
203	83001|83002|83003|83004	1498	1	3033|3033|3033|3033
204	83001|83002|83003|83004	1541	1	3034|3034|3034|3034
205	83001|83002|83003|83004	1607	1	3035|3035|3035|3035
206	83001|83002|83003|83004	1645	1	3036|3036|3036|3036
207	83001|83002|83003|83004	1683	1	3037|3037|3037|3037
208	83001|83002|83003|83004	1722	1	3038|3038|3038|3038
209	83001|83002|83003|83004	1760	1	3039|3039|3039|3039
210	83001|83002|83003|83004	1814	1	3040|3040|3040|3040
211	83001|83002|83003|83004	1865	1	3041|3041|3041|3041
212	83001|83002|83003|83004	1915	1	3042|3042|3042|3042
213	83001|83002|83003|83004	1966	1	3043|3043|3043|3043
214	83001|83002|83003|83004	2017	1	3044|3044|3044|3044
215	83001|83002|83003|83004	2067	1	3045|3045|3045|3045
216	83001|83002|83003|83004	2110	1	3046|3046|3046|3046
217	83001|83002|83003|83004	2138	1	3047|3047|3047|3047
218	83001|83002|83003|83004	2189	1	3048|3048|3048|3048
219	83001|83002|83003|83004	2239	1	3049|3049|3049|3049
220	83001|83002|83003|83004	2290	1	3050|3050|3050|3050
221	83001|83002|83003|83004	2341	1	3051|3051|3051|3051
222	83001|83002|83003|83004	2387	1	3052|3052|3052|3052
223	83001|83002|83003|83004	2433	1	3053|3053|3053|3053
224	83001|83002|83003|83004	2479	1	3054|3054|3054|3054
225	83001|83002|83003|83004	2525	1	3055|3055|3055|3055
226	83001|83002|83003|83004	2571	1	3056|3056|3056|3056
227	83001|83002|83003|83004	2617	1	3057|3057|3057|3057
228	83001|83002|83003|83004	2663	1	3058|3058|3058|3058
229	83001|83002|83003|83004	2699	1	3059|3059|3059|3059
230	83001|83002|83003|83004	2726	1	3060|3060|3060|3060
231	83001|83002|83003|83004	2784	1	3061|3061|3061|3061
232	83001|83002|83003|83004	2843	1	3062|3062|3062|3062
233	83001|83002|83003|83004	2901	1	3063|3063|3063|3063
234	83001|83002|83003|83004	2960	1	3064|3064|3064|3064
235	83001|83002|83003|83004	3018	1	3065|3065|3065|3065
236	83001|83002|83003|83004	3076	1	3066|3066|3066|3066
237	83001|83002|83003|83004	3135	1	3067|3067|3067|3067
238	83001|83002|83003|83004	3193	1	3068|3068|3068|3068
239	83001|83002|83003|83004	3259	1	3069|3069|3069|3069
240	83001|83002|83003|83004	3313	1	3070|3070|3070|3070
241	83001|83002|83003|83004	3367	1	3071|3071|3071|3071
242	83001|83002|83003|83004	3420	1	3072|3072|3072|3072
243	83001|83002|83003|83004	3474	1	3073|3073|3073|3073
244	83001|83002|83003|83004	3528	1	3074|3074|3074|3074
245	83001|83002|83003|83004	3582	1	3075|3075|3075|3075
246	83001|83002|83003|83004	3635	1	3076|3076|3076|3076
247	83001|83002|83003|83004	3701	1	3077|3077|3077|3077
248	83001|83002|83003|83004	3741	1	3078|3078|3078|3078
249	83001|83002|83003|83004	3807	1	3079|3079|3079|3079
250	83001|83002|83003|83004	3873	1	3080|3080|3080|3080
251	83001|83002|83003|83004	3939	1	3081|3081|3081|3081
252	83001|83002|83003|83004	4005	1	3082|3082|3082|3082
253	83001|83002|83003|83004	4071		3083|3083|3083|3083
254	83001|83002|83003|83004	4111		3084|3084|3084|3084
255	83001|83002|83003|83004	4177		3085|3085|3085|3085
256	83001|83002|83003|83004	4243		3086|3086|3086|3086
257	83001|83002|83003|83004	4309		3087|3087|3087|3087
258	83001|83002|83003|83004	4375		3088|3088|3088|3088
259	83001|83002|83003|83004	4415		3089|3089|3089|3089
260	83001|83002|83003|83004	4473		3090|3090|3090|3090
261	83001|83002|83003|83004	4531		3091|3091|3091|3091
262	83001|83002|83003|83004	4590		3092|3092|3092|3092
263	83001|83002|83003|83004	4648		3093|3093|3093|3093
264	83001|83002|83003|83004	4706		3094|3094|3094|3094
265	83001|83002|83003|83004	4765		3095|3095|3095|3095
266	83001|83002|83003|83004	4823		3096|3096|3096|3096
267	83001|83002|83003|83004	4882		3097|3097|3097|3097
268	83001|83002|83003|83004	4940		3098|3098|3098|3098
269	83001|83002|83003|83004	4998		3099|3099|3099|3099
270	83001|83002|83003|83004	5057		3100|3100|3100|3100
271	83001|83002|83003|83004	5115		3101|3101|3101|3101
272	83001|83002|83003|83004	5173		3102|3102|3102|3102
273	83001|83002|83003|83004	5232		3103|3103|3103|3103
274	83001|83002|83003|83004	5290		3104|3104|3104|3104
275	83001|83002|83003|83004	5349		3105|3105|3105|3105
276	83001|83002|83003|83004	5407		3106|3106|3106|3106
277	83001|83002|83003|83004	5465		3107|3107|3107|3107
278	83001|83002|83003|83004	5524		3108|3108|3108|3108
279	83001|83002|83003|83004	5582		3109|3109|3109|3109
280	83001|83002|83003|83004	5640		3110|3110|3110|3110
281	83001|83002|83003|83004	5699		3111|3111|3111|3111
282	83001|83002|83003|83004	5757		3112|3112|3112|3112
283	83001|83002|83003|83004	5815		3113|3113|3113|3113
284	83001|83002|83003|83004	5874		3114|3114|3114|3114
285	83001|83002|83003|83004	5932		3115|3115|3115|3115
286	83001|83002|83003|83004	5991		3116|3116|3116|3116
287	83001|83002|83003|83004	6049		3117|3117|3117|3117
288	83001|83002|83003|83004	6107		3118|3118|3118|3118
289	83001|83002|83003|83004	6166		3119|3119|3119|3119
290	83001|83002|83003|83004	6224		3120|3120|3120|3120
291	83001|83002|83003|83004	6282		3121|3121|3121|3121
292	83001|83002|83003|83004	6341		3122|3122|3122|3122
293	83001|83002|83003|83004	6399		3123|3123|3123|3123
294	83001|83002|83003|83004	6458		3124|3124|3124|3124
295	83001|83002|83003|83004	6516		3125|3125|3125|3125
296	83001|83002|83003|83004	6574		3126|3126|3126|3126
297	83001|83002|83003|83004	6633		3127|3127|3127|3127
298	83001|83002|83003|83004	6691		3128|3128|3128|3128
299	83001|83002|83003|83004	6749		3129|3129|3129|3129
300	83001|83002|83003|83004	6808		3130|3130|3130|3130
301	83001|83002|83003|83004	6866		3131|3131|3131|3131
302	83001|83002|83003|83004	6924		3132|3132|3132|3132
303	83001|83002|83003|83004	6967		3133|3133|3133|3133
304	83001|83002|83003|83004	7010		3134|3134|3134|3134
305	83001|83002|83003|83004	7066		3135|3135|3135|3135
306	83001|83002|83003|83004	7121		3136|3136|3136|3136
307	83001|83002|83003|83004	7164		3137|3137|3137|3137
308	83001|83002|83003|83004	7207		3138|3138|3138|3138
309	83001|83002|83003|83004	7250		3139|3139|3139|3139
310	83001|83002|83003|83004	7293		3140|3140|3140|3140
311	83001|83002|83003|83004	7336		3141|3141|3141|3141
312	83001|83002|83003|83004	7379		3142|3142|3142|3142
313	83001|83002|83003|83004	7422		3143|3143|3143|3143
314	83001|83002|83003|83004	7465		3144|3144|3144|3144
315	83001|83002|83003|83004	7508		3145|3145|3145|3145
316	83001|83002|83003|83004	7551		3146|3146|3146|3146
317	83001|83002|83003|83004	7594		3147|3147|3147|3147
318	83001|83002|83003|83004	7637		3148|3148|3148|3148
319	83001|83002|83003|83004	7680		3149|3149|3149|3149
320	83001|83002|83003|83004	7723		3150|3150|3150|3150
321	83001|83002|83003|83004	7766		3151|3151|3151|3151
322	83001|83002|83003|83004	7809		3152|3152|3152|3152
323	83001|83002|83003|83004	7852		3153|3153|3153|3153
324	83001|83002|83003|83004	7895		3154|3154|3154|3154
325	83001|83002|83003|83004	7938		3155|3155|3155|3155
326	83001|83002|83003|83004	7981		3156|3156|3156|3156
327	83001|83002|83003|83004	8024		3157|3157|3157|3157
328	83001|83002|83003|83004	8067		3158|3158|3158|3158
329	83001|83002|83003|83004	8110		3159|3159|3159|3159
330	83001|83002|83003|83004	8153		3160|3160|3160|3160
331	83001|83002|83003|83004	8196		3161|3161|3161|3161
332	83001|83002|83003|83004	8239		3162|3162|3162|3162
333	83001|83002|83003|83004	8282		3163|3163|3163|3163
334	83001|83002|83003|83004	8325		3164|3164|3164|3164
335	83001|83002|83003|83004	8368		3165|3165|3165|3165
336	83001|83002|83003|83004	8411		3166|3166|3166|3166
337	83001|83002|83003|83004	8454		3167|3167|3167|3167
338	83001|83002|83003|83004	8497		3168|3168|3168|3168
339	83001|83002|83003|83004	8540		3169|3169|3169|3169
340	83001|83002|83003|83004	8583		3170|3170|3170|3170
